Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
4160,ENSG00000166603,MC4R,melanocortin 4 receptor,4,4,123,212,2,2
4161,ENSG00000176136,MC5R,melanocortin 5 receptor,0,0,58,13,2,2
4162,ENSG00000076706,MCAM,melanoma cell adhesion molecule,7399,10404,2333,8948,4275,4275
4163,ENSG00000171444,MCC,MCC regulator of WNT signaling pathway,2115,2064,1550,3367,1550,1550
4166,ENSG00000183196,CHST6,carbohydrate sulfotransferase 6,273,534,166,1792,258,258
4168,ENSG00000101977,MCF2,MCF.2 cell line derived transforming sequence,727,907,736,2303,78,78
417,ENSG00000129744,ART1,ADP-ribosyltransferase 1,0,7,3,5,0,0
4170,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member",46174,52941,22571,10821,3121,3121
4171,ENSG00000073111,MCM2,minichromosome maintenance complex component 2,16880,30322,3989,1096,102,102
4172,ENSG00000112118,MCM3,minichromosome maintenance complex component 3,10639,22622,3373,2429,470,470
4173,ENSG00000104738,MCM4,minichromosome maintenance complex component 4,22200,36500,8859,4786,288,288
4174,ENSG00000100297,MCM5,minichromosome maintenance complex component 5,7681,15050,2269,1091,168,168
4175,ENSG00000076003,MCM6,minichromosome maintenance complex component 6,14114,22885,6372,2456,256,256
4176,ENSG00000166508,MCM7,minichromosome maintenance complex component 7,43039,68748,20405,7294,1344,1344
4179,ENSG00000117335,CD46,CD46 molecule,25193,25214,12093,12200,1934,1934
4184,ENSG00000163206,SMCP,sperm mitochondria associated cysteine rich protein,0,0,0,0,5,5
4185,ENSG00000073670,ADAM11,ADAM metallopeptidase domain 11,7706,7998,6176,22526,1376,1376
4188,ENSG00000112559,MDFI,MyoD family inhibitor,1768,2149,658,150,185,185
4189,ENSG00000128590,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,3185,3636,2612,6857,644,644
419,ENSG00000156219,ART3,ADP-ribosyltransferase 3 (inactive),83,71,124,1110,35,35
4190,ENSG00000014641,MDH1,malate dehydrogenase 1,14441,19830,9728,77475,2878,2878
4191,ENSG00000146701,MDH2,malate dehydrogenase 2,16062,24713,11152,27538,1334,1334
4192,ENSG00000110492,MDK,midkine,10237,15837,6324,807,354,354
4193,ENSG00000135679,MDM2,MDM2 proto-oncogene,18339,20271,10072,8089,824,824
4194,ENSG00000198625,MDM4,MDM4 regulator of p53,27415,24336,15015,6690,973,973
4199,ENSG00000065833,ME1,malic enzyme 1,293,270,662,7391,1258,1258
420,ENSG00000111339,ART4,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),4,6,2,0,0,0
4200,ENSG00000082212,ME2,malic enzyme 2,10746,11049,7336,6790,986,986
4201,ENSG00000124733,MEA1,male-enhanced antigen 1,3525,4922,2770,7401,844,844
4204,ENSG00000169057,MECP2,methyl-CpG binding protein 2,35300,37208,18544,16413,1322,1322
4205,ENSG00000068305,MEF2A,myocyte enhancer factor 2A,14768,12660,9829,18637,1113,1113
4207,ENSG00000213999,BORCS8-MEF2B,BORCS8-MEF2B readthrough,0,0,0,0,0,0
4208,ENSG00000081189,MEF2C,myocyte enhancer factor 2C,131126,75019,109140,55331,2305,2305
4209,ENSG00000116604,MEF2D,myocyte enhancer factor 2D,12913,11572,7077,27559,1480,1480
421,ENSG00000099889,ARVCF,ARVCF delta catenin family member,22540,31189,11650,5155,919,919
4210,ENSG00000103313,MEFV,"MEFV innate immuity regulator, pyrin",23,25,11,70,2,2
4211,ENSG00000143995,MEIS1,Meis homeobox 1,1989,2881,2049,1497,192,192
4212,ENSG00000134138,MEIS2,Meis homeobox 2,82415,55524,78556,5131,834,834
4213,NA,MEIS3P1,Meis homeobox 3 pseudogene 1,920,908,523,567,164,164
4214,ENSG00000095015,MAP3K1,mitogen-activated protein kinase kinase kinase 1,2659,3655,2502,1168,363,363
4215,ENSG00000198909,MAP3K3,mitogen-activated protein kinase kinase kinase 3,8810,8894,4356,3614,381,381
4216,ENSG00000085511,MAP3K4,mitogen-activated protein kinase kinase kinase 4,11006,14016,6356,4293,414,414
4217,ENSG00000197442,MAP3K5,mitogen-activated protein kinase kinase kinase 5,1195,840,1299,7995,1745,1745
4218,ENSG00000167461,RAB8A,"RAB8A, member RAS oncogene family",7814,8445,4225,2998,586,586
4221,ENSG00000133895,MEN1,menin 1,12028,13137,5626,6221,456,456
4222,ENSG00000005102,MEOX1,mesenchyme homeobox 1,51,63,11,0,0,0
4223,ENSG00000106511,MEOX2,mesenchyme homeobox 2,57,136,22,74,7,7
4224,ENSG00000112818,MEP1A,meprin A subunit alpha,4,0,0,22,0,0
4225,ENSG00000141434,MEP1B,meprin A subunit beta,49,56,24,17,0,0
4232,ENSG00000106484,MEST,mesoderm specific transcript,5540,11472,5043,2102,294,294
4233,ENSG00000105976,MET,"MET proto-oncogene, receptor tyrosine kinase",71,218,213,1261,102,102
4234,ENSG00000037897,METTL1,methyltransferase like 1,612,895,435,769,75,75
4236,ENSG00000140259,MFAP1,microfibril associated protein 1,9579,12981,5488,4928,558,558
4237,ENSG00000117122,MFAP2,microfibril associated protein 2,4328,4292,1497,9,10,10
4238,ENSG00000037749,MFAP3,microfibril associated protein 3,13212,9642,8920,2898,410,410
4239,ENSG00000166482,MFAP4,microfibril associated protein 4,1534,2699,614,333,398,398
4240,ENSG00000140545,MFGE8,milk fat globule EGF and factor V/VIII domain containing,7099,6474,2148,8906,3224,3224
4241,ENSG00000163975,MELTF,melanotransferrin,836,1322,363,1457,391,391
4242,ENSG00000100060,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,989,1612,358,333,88,88
4245,ENSG00000131446,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",9973,13045,5506,8912,1644,1644
4246,ENSG00000124939,SCGB2A1,secretoglobin family 2A member 1,0,0,2,0,0,0
4247,ENSG00000168282,MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",4586,5526,3324,2172,256,256
4248,ENSG00000128268,MGAT3,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",21067,20812,13405,23634,1667,1667
4249,ENSG00000152127,MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",4647,3847,4198,1343,143,143
4250,ENSG00000110484,SCGB2A2,secretoglobin family 2A member 2,0,0,0,0,0,0
425054,ENSG00000205642,VCX3B,variable charge X-linked 3B,20,10,4,5,8,8
425057,ENSG00000131007,TTTY9B,"testis-specific transcript, Y-linked 9B",0,0,0,0,0,0
4253,ENSG00000150527,MIA2,MIA SH3 domain ER export factor 2,2753,4085,2135,2917,223,223
4254,ENSG00000049130,KITLG,KIT ligand,2121,4761,6687,7082,302,302
4255,ENSG00000170430,MGMT,O-6-methylguanine-DNA methyltransferase,342,744,179,812,259,259
4256,ENSG00000111341,MGP,matrix Gla protein,107,127,93,269,660,660
4257,ENSG00000008394,MGST1,microsomal glutathione S-transferase 1,207,320,96,5320,2164,2164
4258,ENSG00000085871,MGST2,microsomal glutathione S-transferase 2,210,257,217,745,316,316
4259,ENSG00000143198,MGST3,microsomal glutathione S-transferase 3,6471,6067,4967,16041,2461,2461
4261,ENSG00000179583,CIITA,class II major histocompatibility complex transactivator,29,58,14,160,13,13
4267,ENSG00000002586,CD99,CD99 molecule (Xg blood group),132,295,143,306,62,62
427,ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1,12600,9801,8407,16910,2772,2772
4277,ENSG00000204516,MICB,MHC class I polypeptide-related sequence B,0,0,0,0,0,0
4281,ENSG00000101871,MID1,midline 1,21854,22980,4027,1588,478,478
4282,ENSG00000240972,MIF,macrophage migration inhibitory factor,8697,8199,5887,17302,3237,3237
4283,ENSG00000138755,CXCL9,C-X-C motif chemokine ligand 9,0,0,0,4,2,2
4284,ENSG00000135517,MIP,major intrinsic protein of lens fiber,23,11,17,44,2,2
4285,ENSG00000027001,MIPEP,mitochondrial intermediate peptidase,1004,1809,1305,1116,126,126
4286,ENSG00000187098,MITF,melanocyte inducing transcription factor,275,636,275,1166,172,172
4287,ENSG00000066427,ATXN3,ataxin 3,5703,5346,3620,3399,262,262
4288,ENSG00000148773,MKI67,marker of proliferation Ki-67,40988,47905,8675,16,11,11
4289,ENSG00000128585,MKLN1,muskelin 1,16206,14066,7951,8913,2042,2042
429,ENSG00000139352,ASCL1,achaete-scute family bHLH transcription factor 1,8825,8514,3870,2656,907,907
4291,ENSG00000178053,MLF1,myeloid leukemia factor 1,1576,2777,1490,2684,350,350
4292,ENSG00000076242,MLH1,mutL homolog 1,8714,11750,4656,4139,600,600
4293,ENSG00000006432,MAP3K9,mitogen-activated protein kinase kinase kinase 9,5687,4407,2400,2289,44,44
4294,ENSG00000130758,MAP3K10,mitogen-activated protein kinase kinase kinase 10,15263,16293,9591,35175,2363,2363
4295,ENSG00000096395,MLN,motilin,8,4,4,12,0,0
4296,ENSG00000173327,MAP3K11,mitogen-activated protein kinase kinase kinase 11,3415,5332,1812,8664,890,890
4297,ENSG00000118058,KMT2A,lysine methyltransferase 2A,47970,34394,23216,6657,850,850
4298,ENSG00000130382,MLLT1,MLLT1 super elongation complex subunit,33715,36711,18462,24591,2585,2585
4299,ENSG00000172493,AFF1,AF4/FMR2 family member 1,3666,4022,2163,3580,771,771
43,ENSG00000087085,ACHE,acetylcholinesterase (Cartwright blood group),1114,1568,760,5246,243,243
430,ENSG00000183734,ASCL2,achaete-scute family bHLH transcription factor 2,172,134,73,67,3,3
4300,ENSG00000171843,MLLT3,MLLT3 super elongation complex subunit,35664,20601,18885,2574,277,277
4301,ENSG00000130396,AFDN,"afadin, adherens junction formation factor",157532,165410,39177,6222,624,624
4302,ENSG00000275023,MLLT6,"MLLT6, PHD finger containing",30561,32191,16977,29956,5205,5205
4303,ENSG00000184481,FOXO4,forkhead box O4,3755,3715,1547,9846,2580,2580
4306,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,477,952,629,4703,661,661
4308,ENSG00000134160,TRPM1,transient receptor potential cation channel subfamily M member 1,0,12,12,57,2,2
4311,ENSG00000196549,MME,membrane metalloendopeptidase,239,305,730,170,9,9
4312,ENSG00000196611,MMP1,matrix metallopeptidase 1,0,118,5,0,0,0
4313,ENSG00000087245,MMP2,matrix metallopeptidase 2,2118,3027,1888,552,121,121
4314,ENSG00000149968,MMP3,matrix metallopeptidase 3,0,0,0,4,0,0
4316,ENSG00000137673,MMP7,matrix metallopeptidase 7,0,0,0,0,0,0
4317,ENSG00000118113,MMP8,matrix metallopeptidase 8,0,0,0,0,0,0
431704,ENSG00000253148,RGS21,regulator of G protein signaling 21,35,31,50,0,0,0
431705,ENSG00000188886,ASTL,astacin like metalloendopeptidase,11,8,20,31,2,2
431707,ENSG00000162624,LHX8,LIM homeobox 8,4,15,1,0,0,0
4318,ENSG00000100985,MMP9,matrix metallopeptidase 9,92,102,18,6,1,1
4319,ENSG00000166670,MMP10,matrix metallopeptidase 10,0,0,6,0,0,0
432,ENSG00000141505,ASGR1,asialoglycoprotein receptor 1,2366,3012,1561,998,122,122
4320,ENSG00000099953,MMP11,matrix metallopeptidase 11,2280,3143,1574,69,40,40
4321,ENSG00000262406,MMP12,matrix metallopeptidase 12,0,0,2,0,0,0
4322,ENSG00000137745,MMP13,matrix metallopeptidase 13,4,0,0,0,0,0
4323,ENSG00000157227,MMP14,matrix metallopeptidase 14,5825,7321,2628,647,417,417
432369,NA,ATP5F1EP2,ATP synthase F1 subunit epsilon pseudogene 2,7,14,2,16,4,4
4324,ENSG00000102996,MMP15,matrix metallopeptidase 15,8478,11644,4975,2601,438,438
4325,ENSG00000156103,MMP16,matrix metallopeptidase 16,11894,5127,3871,666,165,165
4326,ENSG00000198598,MMP17,matrix metallopeptidase 17,3367,3607,3281,10386,1440,1440
4327,ENSG00000123342,MMP19,matrix metallopeptidase 19,30,18,29,0,5,5
4329,ENSG00000119711,ALDH6A1,aldehyde dehydrogenase 6 family member A1,3179,3616,1695,9195,4055,4055
433,ENSG00000161944,ASGR2,asialoglycoprotein receptor 2,0,8,6,62,13,13
4330,ENSG00000169184,MN1,"MN1 proto-oncogene, transcriptional regulator",72982,54441,64637,2406,478,478
4331,ENSG00000020426,MNAT1,MNAT1 component of CDK activating kinase,2203,2984,1345,2071,361,361
4332,ENSG00000163563,MNDA,myeloid cell nuclear differentiation antigen,145,93,86,313,159,159
4335,ENSG00000070444,MNT,MAX network transcriptional repressor,10846,10943,5642,7880,541,541
4336,ENSG00000168314,MOBP,myelin associated oligodendrocyte basic protein,62,214,51,66782,6903,6903
4337,ENSG00000124615,MOCS1,molybdenum cofactor synthesis 1,1630,2613,1134,3316,617,617
4338,ENSG00000164172,MOCS2,molybdenum cofactor synthesis 2,4249,5518,2822,12643,1285,1285
434,ENSG00000101440,ASIP,agouti signaling protein,52,100,41,18,3,3
4340,ENSG00000204655,MOG,myelin oligodendrocyte glycoprotein,0,0,0,47,21,21
4342,ENSG00000172680,MOS,"MOS proto-oncogene, serine/threonine kinase",0,4,0,5,0,0
4343,ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase,3824,5966,1347,2226,463,463
4345,ENSG00000091972,CD200,CD200 molecule,22763,21111,15878,14798,481,481
435,ENSG00000126522,ASL,argininosuccinate lyase,1299,2614,781,2772,279,279
4350,ENSG00000103152,MPG,N-methylpurine DNA glycosylase,2179,3325,1260,4046,627,627
4351,ENSG00000178802,MPI,mannose phosphate isomerase,3590,4071,2616,8234,969,969
4352,ENSG00000117400,MPL,"MPL proto-oncogene, thrombopoietin receptor",65,46,77,364,47,47
4353,ENSG00000005381,MPO,myeloperoxidase,107,256,115,380,19,19
4354,ENSG00000130830,MPP1,membrane palmitoylated protein 1,3240,3893,2123,10820,518,518
4355,ENSG00000108852,MPP2,membrane palmitoylated protein 2,8957,11761,4944,13133,812,812
4356,ENSG00000161647,MPP3,membrane palmitoylated protein 3,7305,8753,3840,779,40,40
4357,ENSG00000128309,MPST,mercaptopyruvate sulfurtransferase,3941,5931,1222,2044,600,600
4358,ENSG00000115204,MPV17,mitochondrial inner membrane protein MPV17,5067,5365,3362,7620,764,764
4359,ENSG00000158887,MPZ,myelin protein zero,586,417,427,269,67,67
4360,ENSG00000260314,MRC1,mannose receptor C-type 1,6,53,10,0,0,0
4361,ENSG00000020922,MRE11,"MRE11 homolog, double strand break repair nuclease",5397,7534,2451,1513,192,192
4363,ENSG00000103222,ABCC1,ATP binding cassette subfamily C member 1,5042,5143,3381,2143,143,143
438,ENSG00000196433,ASMT,acetylserotonin O-methyltransferase,2,6,1,2,0,0
43847,ENSG00000129437,KLK14,kallikrein related peptidase 14,245,195,100,112,8,8
43849,ENSG00000186474,KLK12,kallikrein related peptidase 12,0,0,0,0,0,0
439,ENSG00000198356,GET3,"guided entry of tail-anchored proteins factor 3, ATPase",5699,7669,4470,10307,978,978
439915,ENSG00000185940,KRTAP5-5,keratin associated protein 5-5,8,0,2,1,0,0
439921,ENSG00000182534,MXRA7,matrix remodeling associated 7,3921,3793,4912,21339,2286,2286
439927,ENSG00000180869,LINC01555,long intergenic non-protein coding RNA 1555,4,0,0,0,0,0
439931,ENSG00000230513,THAP7-AS1,THAP7 antisense RNA 1,979,1411,453,554,107,107
439934,ENSG00000231782,LINC00575,long intergenic non-protein coding RNA 575,6,4,1,0,1,1
439949,ENSG00000237943,PRKCQ-AS1,PRKCQ antisense RNA 1,573,516,181,1373,73,73
439965,NA,SHLD2P3,shieldin complex subunit 2 pseudogene 3,13,52,41,31,3,3
439990,ENSG00000237523,LINC00857,long intergenic non-protein coding RNA 857,0,0,3,26,6,6
439994,ENSG00000224914,LINC00863,long intergenic non-protein coding RNA 863,700,677,313,320,21,21
439996,ENSG00000204010,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B,8,8,4,12,2,2
440,ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing),20457,21964,10126,15174,763,763
440021,ENSG00000205867,KRTAP5-2,keratin associated protein 5-2,2,2,0,2,0,0
440023,ENSG00000205864,KRTAP5-6,keratin associated protein 5-6,2,2,2,0,0,0
440026,ENSG00000166471,TMEM41B,transmembrane protein 41B,6388,6717,4725,6529,777,777
440028,ENSG00000245522,LINC02709,long intergenic non-protein coding RNA 2709,19,40,9,11,2,2
440034,ENSG00000281880,PAX6-AS1,PAX6 antisense RNA 1,10,30,3,0,1,1
440040,ENSG00000205035,LOC440040,glutamate metabotropic receptor 5 pseudogene,15,92,67,610,39,39
440041,NA,TRIM51HP,"tripartite motif-containing 51H, pseudogene",0,0,0,0,0,0
440044,ENSG00000197847,SLC22A20P,"solute carrier family 22 member 20, pseudogene",82,108,89,56,4,4
440050,ENSG00000244411,KRTAP5-7,keratin associated protein 5-7,94,113,64,41,7,7
440051,ENSG00000204571,KRTAP5-11,keratin associated protein 5-11,0,0,0,4,7,7
440068,ENSG00000255221,CARD17,caspase recruitment domain family member 17,0,0,0,0,0,0
440072,NA,LINC00167,long intergenic non-protein coding RNA 167,23,11,31,15,5,5
440073,ENSG00000120645,IQSEC3,IQ motif and Sec7 domain ArfGEF 3,3508,2897,3231,28530,1489,1489
440077,ENSG00000196946,ZNF705A,zinc finger protein 705A,4,2,0,0,0,0
440078,ENSG00000226711,FAM66C,family with sequence similarity 66 member C,1640,1429,1133,696,42,42
440081,NA,DDX12P,"DEAD/H-box helicase 12, pseudogene",2292,2634,601,115,13,13
440087,ENSG00000179256,SMCO3,single-pass membrane protein with coiled-coil domains 3,34,30,8,4,0,0
440093,ENSG00000188375,H3-5,H3.5 histone,1958,1899,1128,821,177,177
440097,ENSG00000185610,DBX2,developing brain homeobox 2,12,14,26,524,176,176
440101,ENSG00000248265,FLJ12825,uncharacterized LOC440101,22,42,14,23,8,8
440104,ENSG00000182796,TMEM198B,transmembrane protein 198B (pseudogene),3643,3568,1973,2438,342,342
440107,ENSG00000187510,PLEKHG7,pleckstrin homology and RhoGEF domain containing G7,4,0,2,10,2,2
440117,ENSG00000249873,LINC02372,long intergenic non-protein coding RNA 2372,0,0,3,0,0,0
440119,ENSG00000250208,FZD10-AS1,FZD10 antisense divergent transcript,82,114,58,157,114,114
440122,NA,NA,NA,1683,1417,789,214,21,21
440131,NA,LINC00544,long intergenic non-protein coding RNA 544,0,0,0,0,0,0
440138,ENSG00000253710,ALG11,"ALG11 alpha-1,2-mannosyltransferase",1055,1124,554,220,48,48
440145,ENSG00000204899,MZT1,mitotic spindle organizing protein 1,4169,4446,3033,6911,561,561
440153,ENSG00000257115,OR11H12,olfactory receptor family 11 subfamily H member 12,0,0,0,0,0,0
440157,NA,NA,NA,0,0,0,107,3,3
440163,ENSG00000206150,RNASE13,ribonuclease A family member 13 (inactive),0,6,0,5,0,0
440173,ENSG00000269994,LOC440173,uncharacterized LOC440173,50,27,12,9,0,0
440184,ENSG00000196553,CCDC196,coiled-coil domain containing 196,15,19,11,0,1,1
440193,ENSG00000015133,CCDC88C,coiled-coil domain containing 88C,16753,16739,5041,1341,176,176
440224,ENSG00000265766,CXADRP3,CXADR pseudogene 3,7,0,8,0,0,0
440225,ENSG00000281347,NF1P2,neurofibromin 1 pseudogene 2,0,0,0,0,0,0
440233,NA,NA,NA,0,0,0,8,0,0
440243,ENSG00000277865,GOLGA6L22,golgin A6 family like 22,0,0,0,1,0,0
440248,ENSG00000206149,HERC2P9,hect domain and RLD 2 pseudogene 9,4907,1596,2523,3345,454,454
440253,NA,WHAMMP2,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2",109,127,205,457,84,84
440270,ENSG00000215252,GOLGA8B,golgin A8 family member B,17157,14465,8999,4776,1353,1353
440275,ENSG00000128829,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,9531,12930,4574,5895,728,728
440278,ENSG00000205771,CATSPER2P1,cation channel sperm associated 2 pseudogene 1,146,70,66,220,50,50
440279,ENSG00000137766,UNC13C,unc-13 homolog C,2373,2137,867,10358,4921,4921
440288,ENSG00000247240,UBL7-AS1,UBL7 antisense RNA 1 (head to head),521,930,265,144,20,20
440292,NA,COMMD4P1,COMM domain containing 4 pseudogene 1,9,30,4,3,0,0
440295,ENSG00000197978,GOLGA6L9,golgin A6 family like 9,282,193,27,26,0,0
440297,NA,NA,NA,134,153,18,14,1,1
440299,NA,DNM1P41,dynamin 1 pseudogene 41,345,314,114,25,7,7
440300,ENSG00000259295,LOC440300,chondroitin sulfate proteoglycan 4 pseudogene,637,496,489,156,21,21
440307,ENSG00000213471,TTLL13P,"tubulin tyrosine ligase like 13, pseudogene",53,92,46,147,10,10
440313,NA,LOC440313,protein enabled homolog,0,0,0,0,0,0
440335,ENSG00000267795,SMIM22,small integral membrane protein 22,156,116,75,249,4,4
440337,NA,NA,NA,24,31,25,45,17,17
440345,ENSG00000185864,NPIPB4,nuclear pore complex interacting protein family member B4,1216,521,1023,1547,39,44
440348,ENSG00000196436,NPIPB15,nuclear pore complex interacting protein family member B15,0,0,0,0,0,0
440352,NA,SNX29P2,sorting nexin 29 pseudogene 2,104,128,41,103,9,9
440354,NA,SMG1P2,SMG1 pseudogene 2,299,252,166,147,22,22
440356,ENSG00000214725,CDIPTOSP,"CDIP transferase opposite strand, pseudogene",7,29,17,70,28,28
440359,NA,YBX3P1,Y-box binding protein 3 pseudogene 1,83,173,77,45,14,14
440361,NA,NA,NA,0,0,0,0,0,0
440362,NA,NA,NA,23,16,4,23,0,0
440387,ENSG00000168928,CTRB2,chymotrypsinogen B2,0,6,3,2,0,0
440400,ENSG00000219200,RNASEK,ribonuclease K,8152,6220,6210,14219,2177,2177
440419,ENSG00000266433,TBC1D3P5,TBC1 domain family member 3 pseudogene 5,4,0,0,0,0,0
440423,NA,SUZ12P1,SUZ12 pseudogene 1,1965,1772,952,733,73,73
440434,ENSG00000274487,NPEPPSP1,NPEPPS pseudogene 1,3259,2825,1980,1068,156,156
440435,ENSG00000277399,GPR179,G protein-coupled receptor 179,857,854,1021,1270,32,32
440446,ENSG00000267452,LINC02072,long intergenic non-protein coding RNA 2072,0,0,4,82,0,0
440452,ENSG00000188755,TBC1D3P2,TBC1 domain family member 3 pseudogene 2,8,3,0,4,0,0
440456,NA,PLEKHM1P1,pleckstrin homology and RUN domain containing M1 pseudogene 1,3199,3760,1236,647,76,76
440461,NA,ARHGAP27P2,Rho GTPase activating protein 27 pseudogene 2,32,36,23,15,4,4
440465,ENSG00000226137,BAIAP2-DT,BAIAP2 divergent transcript,30918,25072,13217,15121,1354,1354
440498,ENSG00000226742,HSBP1L1,heat shock factor binding protein 1 like 1,801,877,564,1112,202,202
440503,ENSG00000214456,PLIN5,perilipin 5,1232,2652,462,1223,500,500
440508,NA,CLEC4GP1,C-type lectin domain family 4 member G pseudogene 1,29,99,105,577,54,54
440515,ENSG00000081665,ZNF506,zinc finger protein 506,8838,8346,5312,2285,263,263
440518,ENSG00000269332,GOLGA2P9,GOLGA2 pseudogene 9,0,0,0,0,61,61
440519,ENSG00000196081,ZNF724,zinc finger protein 724,1576,1753,651,64,16,16
440533,ENSG00000124467,PSG8,pregnancy specific beta-1-glycoprotein 8,0,10,0,0,0,0
440556,ENSG00000177133,PRDM16-DT,PRDM16 divergent transcript,3854,6817,1755,3909,1710,1710
440560,ENSG00000239810,PRAMEF11,PRAME family member 11,0,0,0,0,0,0
440561,ENSG00000232423,PRAMEF6,PRAME family member 6,0,0,0,0,0,0
440563,ENSG00000275774,HNRNPCL2,heterogeneous nuclear ribonucleoprotein C like 2,0,1,0,4,0,0
440567,ENSG00000233954,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like,1360,1481,757,1590,221,221
440574,ENSG00000173436,MICOS10,mitochondrial contact site and cristae organizing system subunit 10,5224,6941,3736,10594,2542,2542
440584,ENSG00000227533,SLC2A1-AS1,SLC2A1 antisense RNA 1,53,53,15,146,27,27
440585,ENSG00000186973,FAM183A,family with sequence similarity 183 member A,11,61,8,0,0,0
440590,ENSG00000203995,ZYG11A,"zyg-11 family member A, cell cycle regulator",19,38,30,3,0,0
440594,ENSG00000233907,LINC01761,long intergenic non-protein coding RNA 1761,0,0,0,0,0,0
440603,ENSG00000188761,BCL2L15,BCL2 like 15,514,488,424,258,19,19
440672,ENSG00000177144,NUDT4B,nudix hydrolase 4B,1073,1383,670,1546,67,67
